,Month,Hour,windSpeed,Water,Wind dir,Pressure,Temperature,RH
2058,5.0,9.0,3.8,0.1372,305.0,983.05,27.689999999999998,83.35
2059,5.0,10.0,3.8,0.1376,288.5,982.5,29.520000000000003,76.75
2060,5.0,11.0,4.949999999999999,0.13865,291.0,981.75,30.835,71.6
2061,5.0,12.0,9.7,0.13935,291.0,981.2,29.265,65.15
2062,5.0,1.0,7.4,0.1405,291.0,980.8499999999999,25.71,88.4
2063,5.0,2.0,3.8,0.139,291.0,980.2,26.365000000000002,89.19999999999999
2064,5.0,3.0,3.05,0.1383,180.5,979.45,26.18,85.9
2065,5.0,4.0,2.1,0.1376,347.0,978.9000000000001,26.13,82.45
2066,5.0,5.0,2.3,0.1372,354.0,978.4,25.975,80.9
2067,5.0,6.0,3.8,0.1368,354.0,978.4,25.005000000000003,83.75
2068,5.0,7.0,3.8,0.13645000000000002,354.0,978.95,24.4,86.25
2069,5.0,8.0,3.8,0.1361,354.0,979.9000000000001,24.015,87.69999999999999
2070,5.0,9.0,2.3,0.13574999999999998,354.0,980.8,23.83,90.3
2071,5.0,10.0,3.8,0.1354,354.0,981.3499999999999,23.715,91.6
2072,5.0,11.0,3.8,0.1354,354.0,981.25,23.615000000000002,92.65
2073,5.0,12.0,3.8,0.13505,354.0,980.65,23.53,93.9
2074,5.0,1.0,3.8,0.1347,354.0,980.05,23.314999999999998,93.95
2075,5.0,2.0,2.3,0.1347,354.0,979.35,23.69,92.30000000000001
2076,5.0,3.0,2.3,0.1347,354.0,979.0,23.27,91.15
2077,5.0,4.0,3.25,0.1347,354.0,979.55,22.655,93.75
2078,5.0,5.0,3.5999999999999996,0.1339,354.0,979.95,22.64,95.69999999999999
2079,5.0,6.0,2.3,0.13429999999999997,354.0,980.55,23.365000000000002,94.65
2080,5.0,7.0,2.65,0.1339,354.0,981.1,25.235,90.35
2081,5.0,8.0,4.35,0.13429999999999997,273.0,981.75,26.77,87.95
2082,5.0,9.0,4.4,0.1347,224.5,981.8499999999999,28.63,84.4
2083,5.0,10.0,4.4,0.13505,226.0,981.5,29.055,81.2
2084,5.0,11.0,4.199999999999999,0.13574999999999998,226.0,980.95,31.060000000000002,76.15
2085,5.0,12.0,5.9,0.1361,226.0,980.05,31.93,69.75
2086,5.0,1.0,4.6,0.1368,255.5,979.25,32.974999999999994,65.15
2087,5.0,2.0,4.6,0.1368,260.0,978.4000000000001,34.06,59.35
2088,5.0,3.0,5.15,0.1368,282.0,977.4000000000001,33.980000000000004,57.9
2089,5.0,4.0,4.0,0.1368,310.0,976.65,33.44,57.55
2090,5.0,5.0,3.2,0.13574999999999998,276.5,976.5999999999999,31.6,62.55
2091,5.0,6.0,1.7,0.13505,205.0,977.1500000000001,29.630000000000003,70.1
2092,5.0,7.0,2.8499999999999996,0.13429999999999997,193.0,977.95,28.9,74.35
2093,5.0,8.0,7.050000000000001,0.1339,161.0,979.5,26.384999999999998,76.65
2094,5.0,9.0,9.3,0.13395,161.0,980.7,24.39,84.5
2095,5.0,10.0,10.5,0.26435,134.0,982.9,20.555,95.2
2096,5.0,11.0,6.5,0.2516,161.0,982.7,20.71,96.94999999999999
2097,5.0,12.0,7.050000000000001,0.25780000000000003,158.0,982.9000000000001,20.9,96.15
2098,5.0,1.0,6.050000000000001,0.24835000000000002,185.5,980.8499999999999,20.975,96.85
2099,5.0,2.0,4.95,0.2367,184.0,979.2,21.27,96.15
2100,5.0,3.0,4.35,0.23054999999999998,100.5,979.0,21.4,94.80000000000001
2101,5.0,4.0,2.7,0.22545,285.0,979.25,21.235,95.05
2102,5.0,5.0,1.9,0.2218,292.5,979.45,21.115,95.4
2103,5.0,6.0,1.7,0.21965,43.5,980.0,21.52,95.75
2104,5.0,7.0,2.5,0.21745,87.5,981.0999999999999,22.165,95.65
2105,5.0,8.0,1.3,0.21635000000000001,115.0,981.85,25.38,91.0
2106,5.0,9.0,2.25,0.21495,73.0,982.2,28.07,80.44999999999999
2107,5.0,10.0,2.8499999999999996,0.2142,87.0,982.2,30.18,72.55000000000001
2108,5.0,11.0,3.25,0.21200000000000002,168.0,981.9,30.700000000000003,65.4
2109,5.0,12.0,4.95,0.21055000000000001,168.0,981.7,31.305,62.599999999999994
2110,5.0,1.0,4.2,0.20875,183.0,981.0,32.05,58.8
2111,5.0,2.0,4.35,0.20765,219.5,979.95,32.225,60.5
2112,5.0,3.0,5.55,0.20545000000000002,193.5,979.0,31.445,59.7
2113,5.0,4.0,4.75,0.20405,202.0,978.6500000000001,31.509999999999998,60.9
2114,5.0,5.0,3.25,0.20255,246.0,978.75,29.155,63.6
2115,5.0,6.0,1.5,0.20185,246.0,979.4000000000001,27.630000000000003,70.1
2116,5.0,7.0,1.3,0.2008,221.5,980.35,26.98,75.5
2117,5.0,8.0,4.0,0.19965,209.5,981.2,27.060000000000002,74.35
2118,5.0,9.0,5.5,0.19895000000000002,195.0,981.6500000000001,26.17,78.3
2119,5.0,10.0,3.8,0.1982,194.0,981.0999999999999,25.310000000000002,84.55000000000001
2120,5.0,11.0,2.85,0.19745000000000001,194.0,980.4,24.545,87.4
2121,5.0,12.0,2.5,0.1971,194.0,980.25,23.965,89.6
2122,5.0,1.0,3.6,0.1964,194.0,980.15,23.445,89.55
2123,5.0,2.0,4.75,0.1957,194.0,980.25,22.715,87.6
2124,5.0,3.0,4.75,0.1949,199.0,980.1500000000001,22.07,89.15
2125,5.0,4.0,3.05,0.1942,189.0,980.4,22.145,90.1
2126,5.0,5.0,2.65,0.19385000000000002,192.0,980.6,22.174999999999997,90.5
2127,5.0,6.0,3.05,0.1935,192.0,981.0,22.755000000000003,90.35
2128,5.0,7.0,4.75,0.1935,192.0,981.5,24.425,90.15
2129,5.0,8.0,5.15,0.1935,211.5,982.05,26.525,87.35
2130,5.0,9.0,5.7,0.1935,226.0,982.3499999999999,27.85,81.15
2131,5.0,10.0,5.55,0.1935,221.5,982.25,29.585,77.1
2132,5.0,11.0,6.45,0.1935,211.0,981.5999999999999,30.875,70.0
2133,5.0,12.0,5.699999999999999,0.1935,213.5,980.45,31.68,67.35
2134,5.0,1.0,4.55,0.1935,237.0,979.45,32.495000000000005,65.05000000000001
2135,5.0,2.0,4.9,0.19315,234.0,979.0,32.965,62.349999999999994
2136,5.0,3.0,3.0,0.1928,230.0,978.55,32.145,64.6
2137,5.0,4.0,4.35,0.19165,219.0,978.45,31.869999999999997,63.25
2138,5.0,5.0,3.05,0.19095,227.5,978.7,30.17,68.55000000000001
2139,5.0,6.0,2.0999999999999996,0.19025,236.0,979.35,28.42,76.95
2140,5.0,7.0,4.95,0.1895,212.0,980.5,27.48,79.5
2141,5.0,8.0,5.15,0.18875,212.0,981.05,26.68,83.55
2142,5.0,9.0,4.0,0.1877,194.5,981.65,26.240000000000002,85.35
2143,5.0,10.0,5.3,0.18735000000000002,168.0,982.0,25.634999999999998,88.55000000000001
2144,5.0,11.0,4.0,0.187,168.0,982.1,25.015,91.45
2145,5.0,12.0,4.55,0.1862,168.0,981.3,24.545,93.8
2146,5.0,1.0,4.4,0.18585000000000002,168.0,980.5,24.33,94.65
2147,5.0,2.0,4.15,0.1855,168.0,980.5,24.1,95.7
2148,5.0,3.0,2.3,0.18514999999999998,168.0,980.4,23.89,96.05
2149,5.0,4.0,3.05,0.1848,168.0,980.4,24.005000000000003,96.19999999999999
2150,5.0,5.0,2.85,0.1844,168.0,980.45,23.88,96.4
2151,5.0,6.0,2.85,0.184,168.0,980.55,24.439999999999998,96.0
2152,5.0,7.0,3.45,0.184,168.0,981.75,25.0,94.1
2153,5.0,8.0,2.85,0.184,168.0,982.55,25.89,91.3
2154,5.0,9.0,4.95,0.1833,205.0,982.6,26.759999999999998,87.44999999999999
2155,5.0,10.0,5.9,0.1833,248.0,982.2,28.47,83.19999999999999
2156,5.0,11.0,5.300000000000001,0.18364999999999998,234.5,981.55,28.335,79.3
2157,5.0,12.0,4.6,0.18364999999999998,216.0,980.5999999999999,30.005000000000003,77.1
2158,5.0,1.0,6.85,0.184,216.0,979.25,31.24,69.85
2159,5.0,2.0,4.55,0.18364999999999998,240.0,978.15,31.69,65.4
2160,5.0,3.0,7.05,0.1833,219.5,977.5,30.634999999999998,70.35
2161,5.0,4.0,5.9,0.1826,199.0,977.6,30.685000000000002,70.8
2162,5.0,5.0,4.0,0.1815,209.5,977.95,29.58,68.4
2163,5.0,6.0,3.2,0.1811,184.0,978.65,27.565,77.2
2164,5.0,7.0,4.4,0.1804,184.0,979.5,26.450000000000003,82.35
2165,5.0,8.0,3.8,0.18005,184.0,979.8499999999999,25.78,85.65
2166,5.0,9.0,4.0,0.17935,184.0,980.25,25.22,87.2
2167,5.0,10.0,4.550000000000001,0.179,184.0,980.2,24.945,89.65
2168,5.0,11.0,3.8,0.1782,184.0,979.8,24.535,92.05
2169,5.0,12.0,4.75,0.1782,184.0,979.45,24.4,92.85
2170,5.0,1.0,4.35,0.1775,184.0,979.2,24.35,93.44999999999999
2171,5.0,2.0,2.7,0.1775,184.0,978.85,23.805,94.75
2172,5.0,3.0,2.8499999999999996,0.1768,184.0,979.0,23.445,96.0
2173,5.0,4.0,3.0,0.17645,184.0,979.6500000000001,23.485,96.5
2174,5.0,5.0,2.65,0.1761,184.0,980.2,23.125,97.1
2175,5.0,6.0,3.0,0.1761,184.0,980.6,23.605,97.45
2176,5.0,7.0,3.4,0.1761,177.0,981.25,25.6,93.95
2177,5.0,8.0,5.1,0.1753,191.5,981.7,27.165,83.85
2178,5.0,9.0,4.550000000000001,0.1753,217.0,981.65,28.27,80.0
2179,5.0,10.0,4.4,0.1761,201.0,981.2,29.69,75.75
2180,5.0,11.0,4.199999999999999,0.1761,197.0,980.25,30.96,70.8
2181,5.0,12.0,4.550000000000001,0.1761,209.5,979.2,32.165,66.5
2182,5.0,1.0,4.949999999999999,0.1753,222.0,978.05,31.585,63.400000000000006
2183,5.0,2.0,4.4,0.17570000000000002,197.0,977.15,33.34,57.8
2184,5.0,3.0,5.35,0.17495,197.0,976.25,33.545,55.15
2185,5.0,4.0,4.15,0.17425000000000002,191.0,976.25,32.605000000000004,55.099999999999994
2186,5.0,5.0,8.55,0.17495,191.0,977.25,24.74,82.44999999999999
2187,5.0,6.0,1.75,0.17495,191.0,978.05,25.065,87.75
2188,5.0,7.0,3.8,0.17570000000000002,191.0,978.5,25.025,88.55
2189,5.0,8.0,4.949999999999999,0.1768,191.0,979.4000000000001,25.175,89.35
2190,5.0,9.0,3.65,0.17785,191.0,980.0,25.32,89.05000000000001
2191,5.0,10.0,3.05,0.179,191.0,980.7,24.945,90.4
2192,5.0,11.0,2.85,0.1797,191.0,980.55,24.615,92.35
2193,5.0,12.0,2.85,0.18005,191.0,980.45,24.445,93.7
2194,5.0,1.0,1.7,0.18075000000000002,191.0,980.2,24.41,94.19999999999999
2195,5.0,2.0,2.8499999999999996,0.1811,191.0,979.65,24.52,94.75
2196,5.0,3.0,3.05,0.1811,191.0,979.6,24.27,95.5
2197,5.0,4.0,2.0999999999999996,0.1811,191.0,980.35,24.265,96.1
2198,5.0,5.0,2.45,0.1811,191.0,981.15,24.27,96.1
2199,5.0,6.0,3.05,0.1815,191.0,981.8,24.625,95.9
2200,5.0,7.0,2.3,0.1815,199.5,982.5,25.490000000000002,94.75
2201,5.0,8.0,4.199999999999999,0.1819,227.5,982.95,26.795,90.55
2202,5.0,9.0,4.199999999999999,0.1819,220.5,982.95,27.95,84.5
2203,5.0,10.0,4.6,0.1819,209.0,982.65,29.83,77.1
2204,5.0,11.0,5.7,0.1826,209.0,981.7,30.91,71.4
2205,5.0,12.0,4.949999999999999,0.1826,209.0,980.5,31.740000000000002,65.65
2206,5.0,1.0,4.75,0.1826,222.0,979.45,31.73,64.4
2207,5.0,2.0,4.15,0.1826,222.0,978.7,32.025000000000006,63.9
2208,5.0,3.0,3.8,0.1819,222.0,978.1500000000001,32.14,61.150000000000006
2209,5.0,4.0,5.15,0.1815,204.5,978.15,30.295,65.1
2210,5.0,5.0,4.4,0.1804,187.0,978.45,27.71,79.1
2211,5.0,6.0,1.7,0.18005,102.0,979.05,27.115000000000002,82.15
2212,5.0,7.0,2.3,0.1797,9.5,979.45,26.805,84.25
2213,5.0,8.0,2.45,0.17935,8.0,979.95,26.355,86.4
2214,5.0,9.0,3.8,0.179,8.0,980.5999999999999,26.035,87.75
2215,5.0,10.0,2.65,0.1782,8.0,980.9,25.805,88.9
2216,5.0,11.0,4.4,0.1775,25.0,981.3499999999999,25.509999999999998,89.44999999999999
2217,5.0,12.0,4.0,0.1775,25.0,981.3,24.785,91.7
2218,5.0,1.0,2.85,0.1768,25.0,981.05,24.655,92.75
2219,5.0,2.0,2.45,0.1768,25.0,980.8499999999999,24.205,94.2
2220,5.0,3.0,2.5,0.17645,25.0,980.8,24.05,94.94999999999999
2221,5.0,4.0,2.7,0.1761,25.0,980.9,23.775,95.65
2222,5.0,5.0,2.85,0.17570000000000002,25.0,981.55,23.615000000000002,96.7
2223,5.0,6.0,2.85,0.1753,25.0,981.9,24.21,97.0
2224,5.0,7.0,3.8,0.1753,192.0,982.5,25.15,95.9
2225,5.0,8.0,4.550000000000001,0.17495,219.0,983.0,27.435000000000002,87.2
2226,5.0,9.0,4.55,0.1753,219.0,982.95,27.765,82.55000000000001
2227,5.0,10.0,3.8,0.1753,226.0,982.6500000000001,28.925,80.45
2228,5.0,11.0,3.2,0.1753,226.0,982.25,30.064999999999998,75.25
2229,5.0,12.0,4.0,0.17570000000000002,226.0,981.3,31.03,72.30000000000001
2230,5.0,1.0,4.0,0.1761,217.5,980.35,32.56,68.4
2231,5.0,2.0,3.05,0.1761,205.5,979.45,32.644999999999996,64.65
2232,5.0,3.0,4.55,0.1753,216.0,978.15,33.42,60.05
2233,5.0,4.0,4.0,0.1746,167.0,977.8499999999999,32.47,59.900000000000006
2234,5.0,5.0,4.35,0.17425000000000002,167.0,978.5,31.244999999999997,64.05
2235,5.0,6.0,0.95,0.17354999999999998,162.5,979.0,29.68,69.75
2236,5.0,7.0,1.75,0.1728,157.0,980.3,29.2,74.9
2237,5.0,8.0,9.3,0.2167,129.0,982.15,25.29,76.55000000000001
2238,5.0,9.0,6.5,0.24685,93.5,984.05,21.619999999999997,95.95
2239,5.0,10.0,4.199999999999999,0.2447,68.0,983.7,21.725,96.75
2240,5.0,11.0,2.3,0.2447,55.0,982.65,22.155,96.8
2241,5.0,12.0,2.8499999999999996,0.2367,57.5,982.3,21.855,96.9
2242,5.0,1.0,2.45,0.2309,25.0,981.6,21.82,97.25
2243,5.0,2.0,3.05,0.2269,160.5,980.9000000000001,21.925,97.45
2244,5.0,3.0,1.9000000000000001,0.22325,266.5,980.45,21.759999999999998,97.55
2245,5.0,4.0,3.25,0.22075,246.0,980.4,21.775,97.85
2246,5.0,5.0,2.0999999999999996,0.21889999999999998,239.0,981.0,21.905,98.1
2247,5.0,6.0,1.5499999999999998,0.21785,239.0,981.5,22.165,98.35
2248,5.0,7.0,1.35,0.2167,239.0,982.0,23.15,98.15
2249,5.0,8.0,2.5,0.21635000000000001,217.0,982.4,24.835,96.6
2250,5.0,9.0,2.5,0.21495,229.0,982.3,26.675,88.44999999999999
2251,5.0,10.0,4.6,0.2142,158.5,981.85,28.555,79.05000000000001
2252,5.0,11.0,6.5,0.21275,157.5,981.15,29.945,72.19999999999999
2253,5.0,12.0,5.7,0.21125,166.0,980.25,31.33,68.55000000000001
2254,5.0,1.0,5.1,0.20984999999999998,173.5,979.35,31.564999999999998,65.95
2255,5.0,2.0,6.5,0.20835,147.0,978.5999999999999,32.474999999999994,60.7
2256,5.0,3.0,6.1,0.2073,152.0,978.1500000000001,32.365,57.95
2257,5.0,4.0,4.199999999999999,0.2062,152.0,978.05,31.61,60.15
2258,5.0,5.0,4.0,0.2051,148.5,978.45,30.245,64.45
2259,5.0,6.0,2.85,0.2037,145.0,979.0,28.16,76.30000000000001
2260,5.0,7.0,2.3,0.20329999999999998,145.0,979.45,27.27,80.65
2261,5.0,8.0,2.3,0.20255,195.0,979.95,26.88,81.5
2262,5.0,9.0,3.8,0.2022,195.0,980.25,26.255000000000003,84.5
2263,5.0,10.0,2.1,0.2015,195.0,980.55,26.424999999999997,85.0
2264,5.0,11.0,2.1,0.2008,195.0,980.7,25.645,86.19999999999999
2265,5.0,12.0,2.65,0.2,195.0,980.4,25.15,89.6
2266,5.0,1.0,3.45,0.19965,195.0,979.9,24.59,92.25
2267,5.0,2.0,1.9,0.1993,195.0,979.6500000000001,24.145000000000003,94.19999999999999
2268,5.0,3.0,4.199999999999999,0.1986,195.0,979.9,23.939999999999998,96.0
2269,5.0,4.0,4.35,0.1986,195.0,980.1,23.91,96.7
2270,5.0,5.0,1.7,0.1986,195.0,980.65,23.58,96.55
2271,5.0,6.0,3.25,0.1978,195.0,981.0999999999999,23.689999999999998,96.30000000000001
2272,5.0,7.0,2.7,0.19745000000000001,195.0,981.3,24.005000000000003,95.85
2273,5.0,8.0,2.85,0.1971,195.0,981.65,24.64,95.0
2274,5.0,9.0,3.2,0.1971,195.0,981.7,26.2,92.1
2275,5.0,10.0,2.45,0.19640000000000002,200.0,981.95,26.88,87.65
2276,5.0,11.0,5.15,0.1964,177.0,980.95,28.68,81.15
2277,5.0,12.0,6.300000000000001,0.1964,198.0,978.95,29.905,76.75
2278,5.0,1.0,4.0,0.1964,222.0,977.85,31.97,71.5
2279,5.0,2.0,4.75,0.1964,244.0,977.3,31.634999999999998,67.65
2280,5.0,3.0,4.0,0.1964,236.0,976.9,32.290000000000006,64.9
2281,5.0,4.0,3.25,0.1957,230.0,976.95,32.64,63.0
2282,5.0,5.0,2.65,0.19455,230.0,977.0,30.799999999999997,67.9
2283,5.0,6.0,2.45,0.19385000000000002,201.5,977.45,29.4,74.30000000000001
2284,5.0,7.0,1.35,0.1935,193.5,978.1,28.79,79.1
2285,5.0,8.0,1.15,0.19240000000000002,185.0,978.3499999999999,28.12,81.1
2286,5.0,9.0,3.8,0.192,180.0,978.7,27.15,82.85
2287,5.0,10.0,1.15,0.19165,177.0,979.0,26.905,84.65
2288,5.0,11.0,1.35,0.1913,167.0,978.8499999999999,26.78,86.19999999999999
2289,5.0,12.0,2.65,0.1906,192.0,978.8499999999999,25.805,87.45
2290,5.0,1.0,3.65,0.1906,192.0,978.4,25.13,89.35
2291,5.0,2.0,4.75,0.1899,192.0,978.4,24.895000000000003,90.9
2292,5.0,3.0,3.6,0.1895,192.0,978.65,24.98,91.85
2293,5.0,4.0,2.0999999999999996,0.1891,192.0,979.1,24.869999999999997,92.4
2294,5.0,5.0,2.85,0.18875,192.0,979.4,24.7,93.4
2295,5.0,6.0,2.25,0.1884,192.0,979.75,25.015,94.1
2296,5.0,7.0,3.8,0.1884,192.0,980.5,25.755,93.1
2297,5.0,8.0,4.0,0.1884,205.0,980.8499999999999,27.03,89.1
2298,5.0,9.0,4.9,0.18805,211.0,981.1500000000001,27.75,85.75
2299,5.0,10.0,3.8,0.1884,244.5,980.9000000000001,28.73,82.5
2300,5.0,11.0,4.949999999999999,0.1884,243.0,980.3,29.875,78.25
2301,5.0,12.0,4.4,0.1884,243.0,979.5,31.409999999999997,73.15
2302,5.0,1.0,4.75,0.1884,199.5,978.65,32.575,66.55
2303,5.0,2.0,4.199999999999999,0.1884,231.0,977.95,33.260000000000005,64.4
2304,5.0,3.0,3.05,0.1877,225.0,977.4,32.885000000000005,63.7
2305,5.0,4.0,2.8499999999999996,0.187,225.0,977.1500000000001,32.87,61.599999999999994
2306,5.0,5.0,2.1,0.1866,225.0,977.3499999999999,31.345,66.1
2307,5.0,6.0,3.8,0.18585000000000002,225.0,977.6500000000001,29.575000000000003,73.7
2308,5.0,7.0,0.6000000000000001,0.1855,265.0,978.05,28.755,78.45
2309,5.0,8.0,1.7,0.1848,246.5,978.65,28.555,79.5
2310,5.0,9.0,3.05,0.184,201.5,979.65,28.11,81.5
2311,5.0,10.0,4.0,0.184,187.0,980.25,27.19,85.4
2312,5.0,11.0,3.4,0.1833,185.0,980.7,26.34,90.15
2313,5.0,12.0,3.65,0.1833,195.0,980.55,25.865000000000002,92.65
2314,5.0,1.0,3.05,0.18295,214.0,980.1,25.755000000000003,93.5
2315,5.0,2.0,4.15,0.1833,229.0,979.65,25.075000000000003,93.95
2316,5.0,3.0,3.6,0.18295,229.0,980.3499999999999,24.775,95.4
2317,5.0,4.0,9.7,0.26070000000000004,190.5,981.6500000000001,19.9,96.75
2318,5.0,5.0,3.05,0.23815,281.5,981.3499999999999,20.195,97.7
2319,5.0,6.0,1.7,0.2356,167.5,981.05,20.305,97.75
2320,5.0,7.0,1.9,0.23195,172.5,980.6,21.125,97.75
2321,5.0,8.0,5.7,0.22765,177.0,982.05,22.439999999999998,95.80000000000001
2322,5.0,9.0,2.45,0.22469999999999998,177.0,983.05,23.759999999999998,91.2
2323,5.0,10.0,1.15,0.22255,319.0,982.5,26.745,85.0
2324,5.0,11.0,6.25,0.22035,319.0,982.55,26.869999999999997,79.15
2325,5.0,12.0,7.800000000000001,0.2182,69.0,981.95,27.65,80.8
2326,5.0,1.0,4.35,0.21635000000000001,69.0,980.8,27.869999999999997,75.85
2327,5.0,2.0,4.75,0.21495,69.0,979.45,28.955,72.69999999999999
2328,5.0,3.0,4.0,0.21345,69.0,978.3,29.075,72.5
2329,5.0,4.0,3.6,0.21200000000000002,69.0,977.9,28.235,71.65
2330,5.0,5.0,1.3,0.21125,69.0,978.0,27.46,74.75
2331,5.0,6.0,2.65,0.2102,69.0,978.75,25.985,81.35
2332,5.0,7.0,3.8,0.2091,69.0,979.7,25.365000000000002,86.4
2333,5.0,8.0,3.8,0.2087,69.0,980.65,25.115000000000002,88.55000000000001
2334,5.0,9.0,3.8,0.20800000000000002,69.0,981.25,24.835,89.65
2335,5.0,10.0,0.9500000000000001,0.2073,69.0,981.75,24.86,88.9
2336,5.0,11.0,2.65,0.20695000000000002,69.0,981.95,24.314999999999998,89.65
2337,5.0,12.0,3.4,0.2058,69.0,981.25,23.98,92.65
2338,5.0,1.0,3.45,0.2058,69.0,980.6,23.98,94.35
2339,5.0,2.0,2.5,0.2051,69.0,980.3,23.7,94.85
2340,5.0,3.0,2.5,0.2051,69.0,980.3,23.700000000000003,95.30000000000001
2341,5.0,4.0,2.8499999999999996,0.2044,69.0,980.55,23.4,95.6
2342,5.0,5.0,0.6000000000000001,0.2044,69.0,981.0999999999999,23.36,96.1
2343,5.0,6.0,2.45,0.20405,69.0,981.8,23.845,96.1
2344,5.0,7.0,3.5999999999999996,0.2037,142.0,982.2,25.235,94.0
2345,5.0,8.0,3.4,0.2037,215.0,982.65,25.455,89.80000000000001
2346,5.0,9.0,3.5999999999999996,0.2037,238.0,983.0,26.45,88.05000000000001
2347,5.0,10.0,3.8,0.2037,226.0,982.8,28.045,82.55000000000001
2348,5.0,11.0,4.6,0.2037,225.0,981.95,29.655,78.25
2349,5.0,12.0,4.949999999999999,0.2037,202.0,981.15,30.255000000000003,73.35
2350,5.0,1.0,4.4,0.2029,202.0,980.25,31.475,70.6
2351,5.0,2.0,5.5,0.2029,234.0,979.0,32.489999999999995,65.05
2352,5.0,3.0,4.35,0.2022,262.0,978.3,32.730000000000004,62.6
2353,5.0,4.0,3.05,0.20115,211.0,978.1500000000001,32.215,61.55
2354,5.0,5.0,1.7,0.2008,211.0,978.6,30.955,63.4
2355,5.0,6.0,3.8,0.2,211.0,979.3,28.68,70.15
2356,5.0,7.0,12.75,0.20040000000000002,211.0,981.6,23.240000000000002,87.35
2357,5.0,8.0,8.4,0.19895000000000002,211.0,982.7,23.295,94.69999999999999
2358,5.0,9.0,6.050000000000001,0.1978,211.0,983.0999999999999,23.46,95.3
2359,5.0,10.0,4.4,0.1971,211.0,983.9000000000001,23.685000000000002,95.3
2360,5.0,11.0,2.25,0.1971,211.0,984.2,23.64,95.2
2361,5.0,12.0,2.65,0.19745000000000001,211.0,983.5,23.424999999999997,95.44999999999999
2362,5.0,1.0,3.8,0.1971,211.0,983.0,23.255000000000003,95.85
2363,5.0,2.0,3.2,0.1964,211.0,982.75,23.245,96.05
2364,5.0,3.0,2.65,0.1964,211.0,982.4,23.0,96.44999999999999
2365,5.0,4.0,1.7,0.19605,211.0,982.4,22.94,96.95
2366,5.0,5.0,4.75,0.1953,211.0,982.25,23.005,97.0
2367,5.0,6.0,6.85,0.19455,211.0,982.1500000000001,23.305,96.95
2368,5.0,7.0,6.85,0.1942,211.0,982.05,24.4,95.25
2369,5.0,8.0,5.5,0.1942,211.0,982.45,25.32,91.3
2370,5.0,9.0,3.8,0.1942,239.0,983.1,26.755000000000003,86.75
2371,5.0,10.0,3.65,0.19455,239.0,983.05,27.369999999999997,82.6
2372,5.0,11.0,3.25,0.19455,251.0,982.3499999999999,27.42,80.7
2373,5.0,12.0,2.5,0.19455,246.0,981.7,28.035,78.5
2374,5.0,1.0,2.3,0.19455,247.0,981.0,28.634999999999998,76.80000000000001
2375,5.0,2.0,2.3,0.1942,247.0,980.55,28.185,77.2
2376,5.0,3.0,2.5,0.1942,247.0,980.1,27.395,80.45
2377,5.0,4.0,2.3,0.19419999999999998,247.0,980.3499999999999,26.6,85.4
2378,5.0,5.0,0.6000000000000001,0.1935,247.0,980.7,25.61,91.0
2379,5.0,6.0,2.45,0.1928,247.0,981.1500000000001,25.03,94.9
2380,5.0,7.0,1.9,0.19240000000000002,247.0,981.8,24.85,96.25
2381,5.0,8.0,2.65,0.192,247.0,982.45,24.59,97.3
2382,5.0,9.0,1.55,0.192,247.0,982.75,24.33,97.85
2383,5.0,10.0,1.7,0.1928,247.0,982.95,24.215,97.9
2384,5.0,11.0,3.05,0.19385000000000002,247.0,983.1,24.145,98.0
2385,5.0,12.0,3.4,0.1949,247.0,982.9,23.89,98.25
2386,5.0,1.0,2.65,0.1953,247.0,982.45,23.715,98.0
2387,5.0,2.0,2.0999999999999996,0.1957,247.0,982.15,23.52,98.0
2388,5.0,3.0,2.45,0.1957,247.0,982.0,23.36,98.25
2389,5.0,4.0,2.7,0.1957,247.0,982.1,23.21,98.5
2390,5.0,5.0,2.8499999999999996,0.1957,247.0,982.3,23.175,98.7
2391,5.0,6.0,1.1,0.1957,247.0,982.9000000000001,23.520000000000003,98.55
2392,5.0,7.0,1.15,0.1964,247.0,983.8,24.52,97.69999999999999
2393,5.0,8.0,2.7,0.1964,170.0,984.3,26.405,91.2
2394,5.0,9.0,2.85,0.1971,161.0,984.1,28.645,81.0
2395,5.0,10.0,5.15,0.19745000000000001,161.0,983.6,30.71,72.25
2396,5.0,11.0,6.1,0.1978,161.0,983.05,30.645,68.7
2397,5.0,12.0,4.75,0.1978,161.0,982.0999999999999,31.115000000000002,66.1
2398,5.0,1.0,5.35,0.1978,69.5,980.95,33.004999999999995,62.75
2399,5.0,2.0,5.5,0.19745000000000001,82.0,979.7,31.985,58.95
2400,5.0,3.0,5.5,0.19674999999999998,143.0,978.95,32.7,55.4
2401,5.0,4.0,5.1,0.19605,153.0,978.9,32.24,56.5
2402,5.0,5.0,4.6,0.1953,153.0,979.2,30.799999999999997,61.35
2403,5.0,6.0,2.0999999999999996,0.19455,153.0,979.6,28.865000000000002,70.55
2404,5.0,7.0,1.15,0.19385000000000002,153.0,980.0999999999999,27.520000000000003,75.85
2405,5.0,8.0,3.5999999999999996,0.19315,166.5,980.9000000000001,27.075000000000003,78.25
2406,5.0,9.0,3.4,0.1928,173.5,981.55,26.39,82.4
2407,5.0,10.0,2.05,0.192,146.0,982.25,25.975,85.15
2408,5.0,11.0,1.5,0.192,146.0,982.6500000000001,25.549999999999997,86.75
2409,5.0,12.0,1.1,0.1913,146.0,982.55,25.03,88.85
2410,5.0,1.0,3.05,0.19095,146.0,982.25,25.055,90.15
