Month,Day,Hour,windSpeed,Pressure,Temperature,Hourly RH
8.0,31.0,12.0,4.6,981.25,22.965,95.85
8.0,31.0,1.0,5.550000000000001,980.95,22.965,95.5
8.0,31.0,2.0,6.050000000000001,980.9,22.545,94.9
8.0,31.0,3.0,5.699999999999999,981.1,22.145,95.7
8.0,31.0,4.0,3.4,981.4,22.225,96.45
8.0,31.0,5.0,4.75,981.6,22.43,95.6
8.0,31.0,6.0,3.4,982.25,22.525,95.1
8.0,31.0,7.0,4.75,982.7,23.47,93.5
8.0,31.0,8.0,6.25,983.3499999999999,23.77,89.15
8.0,31.0,9.0,6.1,983.3,24.075000000000003,88.55000000000001
8.0,31.0,10.0,8.15,983.2,24.845,86.35
8.0,31.0,11.0,4.9,982.9,25.259999999999998,82.95
8.0,31.0,12.0,4.4,982.2,25.5,83.94999999999999
8.0,31.0,1.0,4.0,981.45,25.25,84.9
8.0,31.0,2.0,2.65,981.25,24.315,89.5
8.0,31.0,3.0,3.25,981.0,23.77,92.0
8.0,31.0,4.0,2.65,980.4,24.240000000000002,91.65
8.0,31.0,5.0,2.45,980.45,24.965,90.15
8.0,31.0,6.0,1.5,980.5999999999999,23.725,91.1
8.0,31.0,7.0,1.1,981.5,23.295,92.55000000000001
8.0,31.0,8.0,1.9,982.1,23.21,93.45
8.0,31.0,9.0,2.3,982.65,23.12,94.35
8.0,31.0,10.0,2.1,983.2,23.015,94.85
8.0,31.0,11.0,2.1,982.9,22.259999999999998,96.0
9.0,1.0,12.0,3.4,982.6500000000001,22.395000000000003,97.35
9.0,1.0,1.0,2.3,982.3499999999999,22.445,97.95
9.0,1.0,2.0,1.9,982.1500000000001,22.405,97.9
9.0,1.0,3.0,2.8499999999999996,982.3499999999999,22.265,97.75
9.0,1.0,4.0,3.4,982.8,22.155,97.15
9.0,1.0,5.0,2.85,983.2,22.07,96.65
9.0,1.0,6.0,4.199999999999999,983.7,22.189999999999998,96.30000000000001
9.0,1.0,7.0,4.550000000000001,984.15,22.825000000000003,95.4
9.0,1.0,8.0,4.949999999999999,984.45,24.384999999999998,91.69999999999999
9.0,1.0,9.0,5.5,984.6500000000001,24.93,86.2
9.0,1.0,10.0,4.550000000000001,984.5,25.939999999999998,84.65
9.0,1.0,11.0,3.8,983.75,27.37,79.7
9.0,1.0,12.0,4.6,982.5999999999999,28.705,74.9
9.0,1.0,1.0,5.1,981.5999999999999,28.58,72.3
9.0,1.0,2.0,5.300000000000001,980.75,29.555,69.9
9.0,1.0,3.0,5.3,980.1,29.715,68.5
9.0,1.0,4.0,4.75,979.95,29.39,67.69999999999999
9.0,1.0,5.0,2.85,980.45,27.7,72.05
9.0,1.0,6.0,2.3,981.0,26.255,78.05
9.0,1.0,7.0,2.8499999999999996,981.75,24.955,83.85
9.0,1.0,8.0,2.1,982.3,24.22,88.25
9.0,1.0,9.0,2.3,982.8499999999999,23.740000000000002,90.35
9.0,1.0,10.0,1.15,983.1,23.46,91.15
9.0,1.0,11.0,2.05,982.8499999999999,23.605,92.1
9.0,2.0,12.0,3.25,982.25,22.765,93.5
9.0,2.0,1.0,5.15,981.5999999999999,22.715,95.75
9.0,2.0,2.0,4.35,981.45,22.740000000000002,96.4
9.0,2.0,3.0,3.8,981.55,22.705,96.30000000000001
9.0,2.0,4.0,4.199999999999999,981.9,22.54,95.15
9.0,2.0,5.0,3.6,982.6,22.07,95.3
9.0,2.0,6.0,4.75,983.2,22.310000000000002,95.8
9.0,2.0,7.0,4.4,984.0999999999999,23.48,93.94999999999999
9.0,2.0,8.0,3.2,984.85,23.810000000000002,92.05
9.0,2.0,9.0,4.949999999999999,985.05,24.48,90.55000000000001
9.0,2.0,10.0,5.300000000000001,984.6,25.985,85.15
9.0,2.0,11.0,4.75,984.0,26.380000000000003,80.4
9.0,2.0,12.0,5.5,983.0999999999999,27.15,79.6
9.0,2.0,1.0,5.300000000000001,981.85,28.259999999999998,73.95
9.0,2.0,2.0,4.9,981.2,28.865000000000002,71.45
9.0,2.0,3.0,4.550000000000001,980.5999999999999,28.695,70.80000000000001
9.0,2.0,4.0,4.550000000000001,980.3,29.41,69.05
9.0,2.0,5.0,4.4,980.6,27.765,71.6
9.0,2.0,6.0,2.8499999999999996,980.95,25.84,81.15
9.0,2.0,7.0,3.8,981.85,24.64,86.8
9.0,2.0,8.0,3.8,982.6,24.215,90.15
9.0,2.0,9.0,1.35,983.05,24.485,90.55000000000001
9.0,2.0,10.0,2.45,983.3499999999999,24.025,90.75
9.0,2.0,11.0,5.300000000000001,983.1500000000001,23.59,92.80000000000001
9.0,3.0,12.0,5.15,982.75,23.134999999999998,93.05000000000001
9.0,3.0,1.0,3.4,982.35,22.93,93.1
9.0,3.0,2.0,5.35,981.8499999999999,22.619999999999997,92.15
9.0,3.0,3.0,4.0,981.9,22.325,92.3
9.0,3.0,4.0,4.55,982.25,21.925,94.19999999999999
9.0,3.0,5.0,4.0,982.75,21.905,95.5
9.0,3.0,6.0,4.2,983.75,22.105,94.5
9.0,3.0,7.0,4.4,984.4000000000001,22.43,92.25
9.0,3.0,8.0,5.35,985.0,23.75,91.65
9.0,3.0,9.0,5.699999999999999,984.6500000000001,26.06,82.19999999999999
9.0,3.0,10.0,5.35,984.5,26.685,75.80000000000001
9.0,3.0,11.0,4.75,983.5,27.235,74.8
9.0,3.0,12.0,5.5,982.25,27.125,74.30000000000001
9.0,3.0,1.0,4.35,981.55,26.855,75.8
9.0,3.0,2.0,5.5,980.5,28.395,72.5
9.0,3.0,3.0,3.25,980.4,27.245,73.19999999999999
9.0,3.0,4.0,2.0999999999999996,980.7,27.115000000000002,75.45
9.0,3.0,5.0,1.9,980.9,26.66,76.65
9.0,3.0,6.0,2.7,981.25,25.380000000000003,81.85
9.0,3.0,7.0,1.3,981.85,24.485,86.35
9.0,3.0,8.0,1.5,981.8,23.87,89.05000000000001
9.0,3.0,9.0,2.3,981.95,23.255,91.35
9.0,3.0,10.0,1.5,982.1,22.895000000000003,93.1
9.0,3.0,11.0,0.9500000000000001,981.95,22.67,94.1
9.0,4.0,12.0,1.5,981.5,22.325,95.1
9.0,4.0,1.0,1.3,981.05,22.025,95.94999999999999
9.0,4.0,2.0,2.8499999999999996,980.8499999999999,22.36,96.45
9.0,4.0,3.0,4.75,980.8,22.395000000000003,96.5
9.0,4.0,4.0,3.8,981.2,22.240000000000002,96.80000000000001
9.0,4.0,5.0,4.199999999999999,981.85,22.380000000000003,97.0
9.0,4.0,6.0,3.4,982.5,22.575,96.95
9.0,4.0,7.0,4.550000000000001,983.25,22.785,96.35
9.0,4.0,8.0,5.3,983.9,24.05,92.9
9.0,4.0,9.0,6.050000000000001,984.1,24.630000000000003,87.9
9.0,4.0,10.0,5.7,983.7,26.66,83.05
9.0,4.0,11.0,5.5,983.15,27.884999999999998,75.85
9.0,4.0,12.0,5.7,982.15,28.085,74.45
9.0,4.0,1.0,5.35,981.15,28.64,70.1
9.0,4.0,2.0,4.0,980.8,29.53,66.95
9.0,4.0,3.0,4.2,980.55,29.465,65.0
9.0,4.0,4.0,4.4,980.45,29.130000000000003,65.5
9.0,4.0,5.0,2.8499999999999996,980.7,27.84,70.3
9.0,4.0,6.0,1.9,980.95,26.305,76.2
9.0,4.0,7.0,1.3,981.45,25.185,81.65
9.0,4.0,8.0,3.8,982.0999999999999,24.275,86.0
9.0,4.0,9.0,0.9500000000000001,982.85,24.0,88.25
9.0,4.0,10.0,2.05,983.3,24.23,88.85
9.0,4.0,11.0,2.5,983.3,23.619999999999997,90.25
9.0,5.0,12.0,2.0999999999999996,983.0,22.825000000000003,92.55
9.0,5.0,1.0,3.5999999999999996,982.5,22.740000000000002,94.35
9.0,5.0,2.0,4.0,982.4,22.465000000000003,95.5
9.0,5.0,3.0,3.4,982.3,22.57,96.05
9.0,5.0,4.0,3.45,982.55,22.56,95.95
9.0,5.0,5.0,4.0,982.95,22.525,96.05
9.0,5.0,6.0,3.8,983.3499999999999,22.479999999999997,95.55
9.0,5.0,7.0,3.0,983.95,22.490000000000002,95.05
9.0,5.0,8.0,3.05,984.55,23.384999999999998,93.65
9.0,5.0,9.0,3.5999999999999996,984.45,25.04,88.15
9.0,5.0,10.0,3.2,984.3,26.17,83.2
9.0,5.0,11.0,3.45,983.9000000000001,26.915,79.25
9.0,5.0,12.0,4.0,982.8,28.119999999999997,74.55
9.0,5.0,1.0,4.75,981.65,29.490000000000002,68.75
9.0,5.0,2.0,5.1,980.9000000000001,30.765,65.65
9.0,5.0,3.0,4.6,980.3,30.67,63.65
9.0,5.0,4.0,4.0,980.05,30.09,62.900000000000006
9.0,5.0,5.0,3.25,980.25,28.715,67.4
9.0,5.0,6.0,1.5,980.5,27.11,72.95
9.0,5.0,7.0,2.3,980.75,25.985,78.05
9.0,5.0,8.0,2.45,981.1,25.03,81.5
9.0,5.0,9.0,3.8,981.7,24.725,84.1
9.0,5.0,10.0,3.8,982.5,24.22,85.5
9.0,5.0,11.0,2.3,982.5,23.725,86.8
9.0,6.0,12.0,2.1,982.3499999999999,23.725,88.44999999999999
9.0,6.0,1.0,2.1,982.0,23.665,88.35
9.0,6.0,2.0,1.15,981.7,23.36,89.44999999999999
9.0,6.0,3.0,2.45,981.8,22.905,91.7
9.0,6.0,4.0,3.6,981.8,22.54,94.1
9.0,6.0,5.0,4.199999999999999,981.9,22.2,95.75
9.0,6.0,6.0,3.0,982.25,22.525,96.85
9.0,6.0,7.0,3.95,982.8,23.34,96.55
9.0,6.0,8.0,3.05,983.4,24.21,93.5
9.0,6.0,9.0,4.0,983.6500000000001,25.195,90.05000000000001
9.0,6.0,10.0,4.75,983.4,25.66,87.05000000000001
9.0,6.0,11.0,4.0,983.0999999999999,26.06,85.85
9.0,6.0,12.0,4.6,981.9000000000001,27.15,83.94999999999999
9.0,6.0,1.0,4.35,980.8,27.655,80.15
9.0,6.0,2.0,5.3,979.65,29.619999999999997,75.1
9.0,6.0,3.0,5.5,978.55,29.665,73.85
9.0,6.0,4.0,6.300000000000001,977.85,29.740000000000002,71.95
9.0,6.0,5.0,5.550000000000001,978.25,28.42,73.6
9.0,6.0,6.0,2.65,979.25,26.955,78.7
9.0,6.0,7.0,4.199999999999999,979.45,26.18,83.15
9.0,6.0,8.0,3.05,979.8499999999999,25.805,85.3
9.0,6.0,9.0,3.8,980.55,25.295,87.15
9.0,6.0,10.0,6.050000000000001,981.4000000000001,24.845,88.55
9.0,6.0,11.0,4.75,981.4,23.355,94.55
9.0,7.0,12.0,4.75,981.2,23.09,96.65
9.0,7.0,1.0,5.15,980.8,22.79,97.4
9.0,7.0,2.0,5.15,980.35,22.549999999999997,97.95
9.0,7.0,3.0,4.35,980.45,22.259999999999998,98.05
9.0,7.0,4.0,3.5999999999999996,980.3,22.310000000000002,98.1
9.0,7.0,5.0,2.45,981.0,22.275,98.1
9.0,7.0,6.0,2.3,981.25,22.355,98.1
9.0,7.0,7.0,5.5,981.55,22.955,97.8
9.0,7.0,8.0,5.7,982.15,23.63,96.35
9.0,7.0,9.0,4.95,982.5,24.545,93.7
9.0,7.0,10.0,5.5,982.25,25.25,88.05
9.0,7.0,11.0,5.5,981.9,25.965000000000003,84.25
9.0,7.0,12.0,7.05,980.95,27.54,79.75
9.0,7.0,1.0,5.300000000000001,979.7,27.975,78.05000000000001
9.0,7.0,2.0,5.1,978.65,28.134999999999998,74.05
9.0,7.0,3.0,3.95,977.95,26.87,79.8
9.0,7.0,4.0,2.3,978.1,26.355,82.25
9.0,7.0,5.0,4.199999999999999,978.65,23.494999999999997,91.55
9.0,7.0,6.0,0.9500000000000001,979.55,23.145,94.95
9.0,7.0,7.0,1.1,980.35,22.815,95.9
9.0,7.0,8.0,1.9000000000000001,981.05,22.884999999999998,96.65
9.0,7.0,9.0,7.050000000000001,982.3,21.96,97.80000000000001
9.0,7.0,10.0,4.0,982.6500000000001,22.479999999999997,98.9
9.0,7.0,11.0,2.5,982.2,22.130000000000003,99.15
9.0,8.0,12.0,3.0,981.75,22.020000000000003,99.3
9.0,8.0,1.0,3.4,980.95,21.9,99.55
9.0,8.0,2.0,2.65,980.8499999999999,21.89,99.5
9.0,8.0,3.0,3.6,981.0,21.82,99.6
9.0,8.0,4.0,2.5,981.0,21.685,99.7
9.0,8.0,5.0,2.5,981.1,21.689999999999998,99.7
9.0,8.0,6.0,1.9,981.55,21.89,99.6
9.0,8.0,7.0,3.45,982.4000000000001,22.79,99.2
9.0,8.0,8.0,3.8,982.95,24.085,96.75
9.0,8.0,9.0,3.05,982.95,25.125,90.05
9.0,8.0,10.0,3.6,982.6,25.66,86.5
9.0,8.0,11.0,2.85,982.0999999999999,26.915,82.65
9.0,8.0,12.0,3.4,981.0999999999999,27.27,79.35
9.0,8.0,1.0,2.65,980.4000000000001,27.925,77.1
9.0,8.0,2.0,2.45,979.8,27.9,74.8
9.0,8.0,3.0,1.7,979.4,27.32,76.45
9.0,8.0,4.0,1.1,979.4,26.905,79.3
9.0,8.0,5.0,1.15,979.7,26.025,83.1
9.0,8.0,6.0,2.8499999999999996,979.9,24.735,87.4
9.0,8.0,7.0,3.8,980.2,24.33,90.3
9.0,8.0,8.0,3.8,980.8,24.41,91.94999999999999
9.0,8.0,9.0,3.05,981.7,24.134999999999998,93.2
9.0,8.0,10.0,2.45,981.95,23.4,94.45
9.0,8.0,11.0,3.8,981.8,22.86,95.6
9.0,9.0,12.0,3.8,981.4,22.549999999999997,96.6
9.0,9.0,1.0,1.9000000000000001,981.1500000000001,22.875,97.19999999999999
9.0,9.0,2.0,3.4,981.0,22.845,97.75
9.0,9.0,3.0,2.25,981.2,22.715,98.19999999999999
9.0,9.0,4.0,1.7,981.45,22.395000000000003,98.55
9.0,9.0,5.0,2.5,981.9,22.259999999999998,98.75
9.0,9.0,6.0,2.65,982.65,22.285,98.85
9.0,9.0,7.0,2.85,983.15,22.355,99.1
9.0,9.0,8.0,2.85,983.5999999999999,23.175,98.94999999999999
9.0,9.0,9.0,3.8,983.8,24.34,97.85
9.0,9.0,10.0,3.6,983.2,26.705,91.05
9.0,9.0,11.0,4.2,982.3,28.159999999999997,82.25
9.0,9.0,12.0,4.199999999999999,981.0,27.965,77.9
9.0,9.0,1.0,3.4,980.2,28.225,75.95
9.0,9.0,2.0,3.5999999999999996,979.8499999999999,27.924999999999997,77.75
9.0,9.0,3.0,2.65,979.8,27.765,78.0
9.0,9.0,4.0,2.25,979.7,27.665,78.35
9.0,9.0,5.0,1.5,979.95,26.755000000000003,80.15
9.0,9.0,6.0,2.1,980.2,25.96,83.69999999999999
9.0,9.0,7.0,3.8,980.9000000000001,25.03,88.65
9.0,9.0,8.0,3.8,981.45,24.939999999999998,91.55000000000001
9.0,9.0,9.0,3.8,981.95,24.185000000000002,92.6
9.0,9.0,10.0,3.8,982.1,23.585,94.35
9.0,9.0,11.0,1.15,981.8,23.59,95.44999999999999
9.0,10.0,12.0,0.4,981.25,23.235,96.1
9.0,10.0,1.0,3.8,980.8,22.91,96.8
9.0,10.0,2.0,2.1,980.8,22.634999999999998,97.55
9.0,10.0,3.0,1.5,980.8499999999999,22.845,98.1
9.0,10.0,4.0,2.3,981.3,22.715,98.45
9.0,10.0,5.0,3.05,981.3499999999999,22.61,98.75
9.0,10.0,6.0,2.7,982.05,22.91,98.95
9.0,10.0,7.0,3.2,982.95,23.52,98.65
9.0,10.0,8.0,2.85,983.65,24.265,97.45
9.0,10.0,9.0,3.5999999999999996,983.6,25.96,91.05
9.0,10.0,10.0,3.8,983.0999999999999,27.1,84.5
9.0,10.0,11.0,4.4,982.2,28.765,80.55000000000001
9.0,10.0,12.0,3.0,981.15,28.619999999999997,76.35
9.0,10.0,1.0,4.35,980.35,29.509999999999998,75.30000000000001
9.0,10.0,2.0,5.5,979.2,30.475,71.85
9.0,10.0,3.0,4.75,978.7,30.305,70.6
9.0,10.0,4.0,3.8,978.5,29.905,71.9
9.0,10.0,5.0,3.2,978.3,28.085,74.95
9.0,10.0,6.0,2.05,978.7,26.439999999999998,81.75
9.0,10.0,7.0,1.3,979.0,25.740000000000002,85.35
9.0,10.0,8.0,1.3,979.5999999999999,25.295,87.2
9.0,10.0,9.0,3.8,980.25,24.509999999999998,88.2
9.0,10.0,10.0,4.35,981.0,24.384999999999998,90.69999999999999
9.0,10.0,11.0,4.55,980.6500000000001,24.060000000000002,91.15
9.0,11.0,12.0,1.3,980.25,23.784999999999997,93.30000000000001
9.0,11.0,1.0,2.3,980.4,23.35,94.35
9.0,11.0,2.0,1.3499999999999999,980.3,23.41,95.4
9.0,11.0,3.0,2.0999999999999996,980.45,23.424999999999997,96.0
9.0,11.0,4.0,2.85,980.85,22.86,96.05000000000001
9.0,11.0,5.0,3.5999999999999996,981.1500000000001,22.549999999999997,96.8
9.0,11.0,6.0,3.05,981.3,22.630000000000003,97.5
9.0,11.0,7.0,4.0,981.9,23.11,97.9
9.0,11.0,8.0,9.350000000000001,983.5999999999999,22.884999999999998,97.5
9.0,11.0,9.0,6.449999999999999,983.65,23.605,91.15
9.0,11.0,10.0,3.5999999999999996,983.15,24.134999999999998,88.65
9.0,11.0,11.0,3.05,982.0,26.145,84.25
9.0,11.0,12.0,3.2,980.3,27.95,79.1
9.0,11.0,1.0,4.0,979.25,28.645000000000003,75.25
9.0,11.0,2.0,2.8499999999999996,978.9,28.335,74.7
9.0,11.0,3.0,2.0999999999999996,978.8,28.84,74.0
9.0,11.0,4.0,3.05,978.6,27.8,77.0
9.0,11.0,5.0,3.2,979.05,26.71,80.35
9.0,11.0,6.0,3.2,979.4000000000001,24.725,88.5
9.0,11.0,7.0,2.0999999999999996,980.05,23.845,92.35
9.0,11.0,8.0,3.05,980.9,23.485,94.1
9.0,11.0,9.0,0.8,981.0,23.545,94.94999999999999
9.0,11.0,10.0,2.05,981.4,23.825,95.0
9.0,11.0,11.0,4.55,981.35,23.47,94.8
9.0,12.0,12.0,1.35,980.4000000000001,23.1,95.35
9.0,12.0,1.0,2.05,979.95,22.27,96.65
9.0,12.0,2.0,2.5,979.3499999999999,22.385,97.3
9.0,12.0,3.0,3.8,979.3499999999999,21.855,98.15
9.0,12.0,4.0,2.05,980.0,21.865000000000002,98.5
9.0,12.0,5.0,2.05,980.6500000000001,21.605,98.45
9.0,12.0,6.0,2.85,981.0999999999999,21.869999999999997,98.35
9.0,12.0,7.0,4.0,981.7,23.869999999999997,94.55000000000001
9.0,12.0,8.0,4.75,982.3499999999999,24.93,89.85
9.0,12.0,9.0,4.35,982.5,26.064999999999998,85.35
9.0,12.0,10.0,4.4,981.9,28.655,78.25
9.0,12.0,11.0,6.1,981.35,29.025,70.35
9.0,12.0,12.0,6.45,980.65,29.7,66.80000000000001
9.0,12.0,1.0,5.1,979.8,30.435,63.0
9.0,12.0,2.0,5.1,979.05,29.995,68.25
9.0,12.0,3.0,3.25,978.8499999999999,26.21,84.15
9.0,12.0,4.0,6.65,979.5,23.605,91.0
9.0,12.0,5.0,2.85,980.9000000000001,22.884999999999998,95.5
9.0,12.0,6.0,1.7,981.4000000000001,22.705,97.1
9.0,12.0,7.0,1.15,981.9,22.595,98.0
9.0,12.0,8.0,1.15,982.2,22.39,98.35
9.0,12.0,9.0,1.15,982.5,22.335,98.45
9.0,12.0,10.0,3.8,982.7,22.25,98.69999999999999
9.0,12.0,11.0,2.45,982.6,22.37,98.85
9.0,13.0,12.0,2.3,982.15,22.455,99.1
9.0,13.0,1.0,2.0999999999999996,981.9,22.490000000000002,99.1
9.0,13.0,2.0,2.3,981.75,22.44,99.2
9.0,13.0,3.0,2.3,981.95,22.380000000000003,99.3
9.0,13.0,4.0,2.1,982.6500000000001,22.475,99.3
9.0,13.0,5.0,2.3,982.95,22.57,99.3
9.0,13.0,6.0,2.45,983.55,22.705,99.25
9.0,13.0,7.0,1.9,984.4000000000001,23.28,98.94999999999999
9.0,13.0,8.0,3.0,984.7,24.4,97.95
9.0,13.0,9.0,3.4,984.7,24.689999999999998,94.19999999999999
9.0,13.0,10.0,2.5,984.7,25.575,90.44999999999999
9.0,13.0,11.0,3.25,984.0999999999999,25.770000000000003,87.45
9.0,13.0,12.0,3.45,983.25,26.365000000000002,84.55
9.0,13.0,1.0,3.5999999999999996,982.5,26.490000000000002,83.3
9.0,13.0,2.0,2.8499999999999996,981.9000000000001,27.1,81.65
9.0,13.0,3.0,4.4,981.0,27.9,79.05
9.0,13.0,4.0,2.85,981.55,28.009999999999998,75.94999999999999
9.0,13.0,5.0,1.9,982.1,26.424999999999997,81.35
9.0,13.0,6.0,2.1,982.25,24.905,86.8
9.0,13.0,7.0,2.3,982.4,24.134999999999998,90.9
9.0,13.0,8.0,1.7,982.0999999999999,23.619999999999997,93.0
9.0,13.0,9.0,0.75,982.15,23.3,94.5
9.0,13.0,10.0,2.65,981.85,22.880000000000003,95.6
9.0,13.0,11.0,1.9,981.6500000000001,22.509999999999998,96.30000000000001
9.0,14.0,12.0,1.3,981.6,22.259999999999998,96.69999999999999
9.0,14.0,1.0,2.5,981.3499999999999,22.215,96.95
9.0,14.0,2.0,3.2,981.4,22.5,97.15
9.0,14.0,3.0,2.1,981.95,22.545,97.3
9.0,14.0,4.0,2.25,982.4,22.345,97.55
9.0,14.0,5.0,2.0999999999999996,982.75,22.189999999999998,97.8
9.0,14.0,6.0,2.45,983.2,22.310000000000002,97.9
9.0,14.0,7.0,2.25,983.9,22.884999999999998,97.65
9.0,14.0,8.0,3.5999999999999996,984.0,23.520000000000003,96.35
9.0,14.0,9.0,4.35,983.5999999999999,25.634999999999998,90.69999999999999
9.0,14.0,10.0,4.75,983.15,27.605,82.4
9.0,14.0,11.0,5.35,982.25,28.655,76.8
9.0,14.0,12.0,4.35,981.2,29.375,72.6
9.0,14.0,1.0,4.6,979.9000000000001,30.445,69.55
9.0,14.0,2.0,3.0,979.2,30.535,68.25
9.0,14.0,3.0,3.4,978.6,31.04,66.35
9.0,14.0,4.0,3.6,978.6,31.04,65.75
9.0,14.0,5.0,3.8,979.05,28.880000000000003,70.9
9.0,14.0,6.0,2.0999999999999996,979.5,27.445,78.6
9.0,14.0,7.0,2.1,980.0999999999999,26.255000000000003,83.35
9.0,14.0,8.0,2.45,980.5999999999999,25.415,86.44999999999999
9.0,14.0,9.0,3.8,981.45,24.775,88.6
9.0,14.0,10.0,4.0,981.9,24.46,90.65
9.0,14.0,11.0,2.3,981.75,24.759999999999998,91.9
9.0,15.0,12.0,2.3,981.2,24.7,91.2
9.0,15.0,1.0,3.0,980.8499999999999,23.99,92.5
9.0,15.0,2.0,3.5999999999999996,980.7,23.520000000000003,94.25
9.0,15.0,3.0,2.85,980.8,23.1,94.80000000000001
9.0,15.0,4.0,4.75,981.2,22.705,95.5
9.0,15.0,5.0,5.699999999999999,981.7,22.705,95.45
9.0,15.0,6.0,4.75,982.3,22.57,95.9
9.0,15.0,7.0,3.8,983.0,22.93,96.4
9.0,15.0,8.0,4.550000000000001,983.55,24.23,95.45
9.0,15.0,9.0,4.550000000000001,983.4,24.97,91.4
9.0,15.0,10.0,4.6,983.05,26.185,88.5
9.0,15.0,11.0,4.199999999999999,982.35,27.74,81.85
9.0,15.0,12.0,5.5,981.2,28.98,76.85
9.0,15.0,1.0,4.75,980.25,28.655,76.6
9.0,15.0,2.0,4.75,979.5,29.665,71.65
9.0,15.0,3.0,5.15,979.25,29.73,69.8
9.0,15.0,4.0,3.4,978.8499999999999,30.885,68.35
9.0,15.0,5.0,2.65,978.8,28.705,72.05
9.0,15.0,6.0,2.3,979.05,26.735,79.69999999999999
9.0,15.0,7.0,3.8,979.85,26.05,85.8
9.0,15.0,8.0,1.3499999999999999,980.45,25.744999999999997,87.75
9.0,15.0,9.0,5.5,981.2,25.09,89.05000000000001
9.0,15.0,10.0,5.5,981.4,24.39,92.35
9.0,15.0,11.0,6.5,981.5,24.205,93.35
9.0,16.0,12.0,4.0,981.15,23.46,94.15
9.0,16.0,1.0,4.4,981.05,23.119999999999997,96.1
9.0,16.0,2.0,4.2,980.8499999999999,22.740000000000002,96.85
9.0,16.0,3.0,3.4,980.7,22.585,97.19999999999999
9.0,16.0,4.0,4.199999999999999,980.9,22.43,97.5
9.0,16.0,5.0,3.8,981.3,22.25,97.85
9.0,16.0,6.0,4.0,982.25,22.485,97.95
9.0,16.0,7.0,4.35,982.8,23.965,96.80000000000001
9.0,16.0,8.0,5.1,983.4,25.475,90.65
9.0,16.0,9.0,5.5,983.5,26.134999999999998,85.3
9.0,16.0,10.0,4.949999999999999,983.0999999999999,27.369999999999997,80.9
9.0,16.0,11.0,5.1,982.0,28.33,77.15
9.0,16.0,12.0,5.699999999999999,980.9000000000001,29.115000000000002,72.15
9.0,16.0,1.0,5.9,980.0,28.705,71.95
9.0,16.0,2.0,4.75,979.4,28.380000000000003,72.69999999999999
9.0,16.0,3.0,4.95,979.3,27.225,79.85
9.0,16.0,4.0,4.0,979.5,25.869999999999997,86.9
9.0,16.0,5.0,5.1,979.95,24.700000000000003,85.94999999999999
9.0,16.0,6.0,5.5,980.65,22.85,90.4
9.0,16.0,7.0,4.199999999999999,981.15,22.285,92.55000000000001
9.0,16.0,8.0,3.95,982.05,22.585,92.35
9.0,16.0,9.0,2.0999999999999996,982.05,22.415,92.1
9.0,16.0,10.0,3.95,981.8499999999999,22.775,92.05
9.0,16.0,11.0,4.75,981.3,22.549999999999997,93.9
9.0,17.0,12.0,7.4,980.5999999999999,22.695,95.55
9.0,17.0,1.0,7.05,980.6,22.68,96.1
9.0,17.0,2.0,5.7,980.75,22.575,96.05
9.0,17.0,3.0,5.15,981.0999999999999,22.27,95.65
9.0,17.0,4.0,3.4499999999999997,981.8,22.155,95.80000000000001
9.0,17.0,5.0,2.45,982.35,22.25,96.0
9.0,17.0,6.0,2.8499999999999996,982.85,22.38,96.0
9.0,17.0,7.0,5.699999999999999,983.5999999999999,23.1,95.19999999999999
9.0,17.0,8.0,5.9,984.05,24.715,91.15
9.0,17.0,9.0,4.9,984.25,24.995,87.5
9.0,17.0,10.0,5.699999999999999,984.05,26.07,83.35
9.0,17.0,11.0,8.2,983.4000000000001,26.435,80.69999999999999
9.0,17.0,12.0,6.050000000000001,982.65,26.815,81.0
9.0,17.0,1.0,5.5,981.85,28.009999999999998,77.35
9.0,17.0,2.0,4.9,981.4,28.085,75.95
9.0,17.0,3.0,4.550000000000001,981.1500000000001,28.78,73.8
9.0,17.0,4.0,4.0,981.1,28.07,72.80000000000001
9.0,17.0,5.0,2.3,981.3,26.93,76.7
9.0,17.0,6.0,2.45,981.7,25.71,81.19999999999999
9.0,17.0,7.0,3.8,982.3,24.485,86.4
9.0,17.0,8.0,3.8,983.0999999999999,23.91,89.65
9.0,17.0,9.0,3.8,983.5,23.4,91.44999999999999
9.0,17.0,10.0,3.8,983.75,23.16,92.95
9.0,17.0,11.0,0.9500000000000001,983.3,23.085,94.15
9.0,18.0,12.0,1.15,982.6,22.705,94.30000000000001
9.0,18.0,1.0,0.75,982.55,22.310000000000002,94.75
9.0,18.0,2.0,1.1,982.85,22.115,95.95
9.0,18.0,3.0,0.9500000000000001,983.1500000000001,22.07,96.6
9.0,18.0,4.0,2.8499999999999996,983.4,21.869999999999997,97.1
9.0,18.0,5.0,4.2,984.05,21.545,97.65
9.0,18.0,6.0,2.3,984.9000000000001,21.935,97.80000000000001
9.0,18.0,7.0,1.7,985.9000000000001,22.725,97.35
9.0,18.0,8.0,3.4,986.45,23.075000000000003,95.4
9.0,18.0,9.0,2.85,986.3499999999999,23.965,92.6
9.0,18.0,10.0,3.0,985.95,23.95,91.3
9.0,18.0,11.0,4.550000000000001,985.05,26.15,87.94999999999999
9.0,18.0,12.0,4.15,983.5,28.009999999999998,77.4
9.0,18.0,1.0,5.1,982.0,29.355,72.75
9.0,18.0,2.0,3.8,981.6,28.825000000000003,71.6
